;wine type;fixed acidity;volatile acidity;citric acid;residual sugar;magnesium;flavanoids;minerals;calcium;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
605;Chardonnay;5.6;0.19;0.39;1.1;69.1541510159415;885.9;196.14415101594147;126.99;0.043;17.0;67.0;0.9918;3.23;0.53;10.3;6
606;Chardonnay;7.4;0.27;0.52;15.7;30.041858753503814;476.89;229.75185875350383;199.71;0.054;36.0;139.0;0.99788;3.04;0.62;10.0333333333333;6
607;Gamay;6.7;0.28;0.34;8.9;15.81837362142615;464.07;266.96837362142617;251.15;0.048;32.0;111.0;0.99455;3.25;0.54;11.0;2
608;Cabernet Sauvignon;6.5;0.36;0.31;13.55;15.48324491278218;884.18;261.3632449127822;245.88;0.053;20.0;113.0;0.99544;3.2;0.56;11.0;6
609;Pinot noir;6.9;0.41;0.22;4.2;43.18393938329865;1002.99;303.79393938329866;260.61;0.031;10.0;102.0;0.993;3.0;0.86;11.6;4
610;Chardonnay;7.5;0.38;0.33;9.2;35.24519883197503;857.12;220.315198831975;185.07;0.043;19.0;116.0;0.99444;3.08;0.42;11.4;6
611;Merlot;6.8;0.19;0.34;1.9;36.39226033224341;832.91;382.4922603322434;346.1;0.04;41.0;108.0;0.99;3.25;0.45;12.9;6
612;Cabernet Sauvignon;6.4;0.26;0.3;2.2;16.735039785566073;1148.5;320.17503978556607;303.44;0.025;33.0;134.0;0.992;3.21;0.47;10.6;6
613;Merlot;6.1;0.34;0.29;2.2;57.187439886705086;1007.23;217.6474398867051;160.46;0.036;25.0;100.0;0.98938;3.06;0.44;11.8;6
614;Pinot noir;6.1;0.28;0.26;1.5;62.6687635643915;1131.65;311.83876356439146;249.17;0.03;25.0;101.0;0.98894;3.03;0.41;12.1;6
615;Pinot noir;7.0;0.21;0.34;8.5;15.127895446069905;949.49;247.7278954460699;232.6;0.033;31.0;253.0;0.9953;3.22;0.56;10.5;6
616;Merlot;6.4;0.29;0.57;1.0;63.16102343540172;1138.34;411.9810234354017;348.82;0.06;15.0;120.0;0.9924;3.06;0.41;9.5;5
617;Cabernet Sauvignon;6.2;0.3;0.21;1.1;53.08298812852321;797.76;277.41298812852324;224.33;0.032;31.0;111.0;0.9889;2.97;0.42;12.2;6
618;Chardonnay;6.7;0.11;0.34;8.8;53.50768857424308;1238.99;332.2476885742431;278.74;0.043;41.0;113.0;0.9962;3.42;0.4;9.3;7
619;Cabernet Sauvignon;6.3;0.29;0.4;6.5;10.240262162699231;648.31;302.54026216269926;292.3;0.039;43.0;167.0;0.9953;3.15;0.44;9.3;6
620;Merlot;6.0;0.24;0.34;1.0;89.08436400520226;635.91;330.76436400520225;241.68;0.036;52.0;184.0;0.99097;3.44;0.44;11.45;6
621;Cabernet Sauvignon;5.7;0.32;0.38;4.75;19.583271240814426;1002.85;233.54327124081442;213.96;0.033;23.0;94.0;0.991;3.42;0.42;11.8;7
622;Cabernet Sauvignon;7.4;0.35;0.31;17.95;44.848328186316664;693.06;325.48832818631666;280.64;0.062;42.0;187.0;1.0002;3.27;0.64;9.1;5
623;Merlot;7.9;0.18;0.36;5.9;53.03926740137154;651.65;296.7092674013715;243.67;0.058;31.0;132.0;0.995;3.25;0.52;10.9;6
624;Merlot;7.0;0.34;0.3;1.8;91.63834963012427;1021.17;449.6783496301243;358.04;0.045;44.0;142.0;0.9914;2.99;0.45;10.8;6
625;Pinot noir;6.5;0.17;0.31;1.5;93.40436449428357;1280.95;355.2243644942836;261.82;0.041;34.0;121.0;0.99092;3.06;0.46;10.5;6
626;Gamay;7.6;0.18;0.49;18.05;49.9430148734779;824.78;203.8430148734779;153.9;0.046;36.0;158.0;0.9996;3.06;0.41;9.2;1
627;Pinot noir;6.2;0.25;0.48;10.0;25.037159291027333;800.99;349.6171592910273;324.58;0.044;78.0;240.0;0.99655;3.25;0.47;9.5;6
628;Cabernet Sauvignon;8.0;0.61;0.38;12.1;32.516684980545875;1209.77;167.5666849805459;135.05;0.301;24.0;220.0;0.9993;2.94;0.48;9.2;5
629;Merlot;6.1;0.27;0.28;9.8;8.053631008088802;1017.56;185.30363100808881;177.25;0.042;61.0;125.0;0.99532;3.14;0.42;10.2;6
630;Pinot noir;6.5;0.34;0.36;11.0;28.7139322636489;998.22;186.4539322636489;157.74;0.052;53.0;247.0;0.9984;3.44;0.55;9.3;6
631;Pinot noir;7.5;0.15;0.38;1.8;82.11846702189251;1159.21;311.1084670218925;228.99;0.054;19.0;101.0;0.9946;3.24;0.44;10.0;5
632;Merlot;6.4;0.33;0.31;5.5;21.805809832259637;1148.35;280.9558098322596;259.15;0.048;42.0;173.0;0.9951;3.19;0.66;9.3;6
633;Merlot;7.0;0.21;0.28;8.6;90.31908364595246;614.78;281.35908364595247;191.04;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6
634;Pinot noir;7.6;0.47;0.49;13.0;76.78548974628535;900.69;271.35548974628534;194.57;0.239;42.0;220.0;0.9988;2.96;0.51;9.2;5
635;Chardonnay;6.7;0.15;0.38;1.7;92.00045764896299;1011.73;358.260457648963;266.26;0.037;20.0;84.0;0.99046;3.09;0.53;11.4;6
636;Pinot noir;7.0;0.35;0.3;6.5;85.22379061216951;744.94;259.6937906121695;174.47;0.028;27.0;87.0;0.9936;3.4;0.42;11.4;7
637;Chardonnay;6.9;0.31;0.32;1.2;72.6599582784577;1043.0;289.85995827845767;217.2;0.024;20.0;166.0;0.99208;3.05;0.54;9.8;6
638;Cabernet Sauvignon;6.9;0.33;0.62;7.5;89.42233868952239;1247.94;437.2723386895224;347.85;0.038;46.0;132.0;0.99143;3.23;0.43;13.4;7
639;Merlot;7.4;0.33;0.26;15.6;89.65512542267201;1010.82;179.865125422672;90.21;0.049;67.0;210.0;0.99907;3.06;0.68;9.5;5
640;Chardonnay;6.8;0.26;0.46;8.3;83.45192211076358;734.56;341.16192211076356;257.71;0.037;49.0;173.0;0.99601;3.17;0.47;9.3;5
641;Pinot noir;6.9;0.16;0.3;9.6;60.05017517497133;938.44;253.9001751749713;193.85;0.057;50.0;185.0;0.9978;3.39;0.38;9.6;6
642;Chardonnay;6.2;0.27;0.26;12.1;10.42486457845081;648.21;248.2648645784508;237.84;0.046;43.0;127.0;0.9951;3.16;0.37;10.8;6
643;Chardonnay;7.7;0.34;0.3;8.0;37.15298506477804;338.12;338.472985064778;301.32;0.048;25.0;192.0;0.9951;2.97;0.47;10.9;5
644;Pinot noir;7.6;0.38;0.2;3.4;14.167260175410046;1055.16;220.33726017541002;206.17;0.046;9.0;116.0;0.9944;3.15;0.41;9.4;5
645;Pinot noir;6.4;0.26;0.42;9.7;61.20426932554409;641.22;189.34426932554408;128.14;0.044;30.0;140.0;0.9962;3.18;0.47;9.1;6
646;Merlot;6.8;0.45;0.28;26.05;27.990909863781223;790.24;287.97090986378123;259.98;0.031;27.0;122.0;1.00295;3.06;0.42;10.6;6
647;Cabernet Sauvignon;5.4;0.53;0.16;2.7;88.96032398218526;747.38;332.9703239821853;244.01;0.036;34.0;128.0;0.98856;3.2;0.53;13.2;8
648;Chardonnay;6.4;0.23;0.27;2.1;91.81056966193233;532.62;317.81056966193233;226.0;0.042;35.0;100.0;0.99094;3.03;0.63;10.9;6
649;Cabernet Sauvignon;6.0;0.41;0.23;1.1;37.40592886991468;679.81;234.90592886991467;197.5;0.066;22.0;148.0;0.99266;3.3;0.47;9.63333333333333;5
650;Pinot noir;6.4;0.23;0.26;8.1;48.900410014966845;1189.76;398.81041001496686;349.91;0.054;47.0;181.0;0.9954;3.12;0.49;9.4;5
651;Cabernet Sauvignon;6.2;0.2;0.33;5.4;38.26041773581915;1407.57;488.80041773581917;450.54;0.028;21.0;75.0;0.99012;3.36;0.41;13.5;7
652;Cabernet Sauvignon;7.1;0.16;0.25;1.3;13.842089207388463;625.26;310.54208920738847;296.7;0.034;28.0;123.0;0.9915;3.27;0.55;11.4;6
653;Merlot;6.1;0.23;0.45;10.6;62.08864271321367;927.24;378.0286427132137;315.94;0.094;49.0;169.0;0.99699;3.05;0.54;8.8;5
654;Pinot noir;7.4;0.3;0.49;8.2;87.30179986057712;827.37;281.68179986057714;194.38;0.055;49.0;188.0;0.9974;3.52;0.58;9.7;6
655;Chardonnay;6.8;0.29;0.22;3.4;31.149589330417417;346.32;324.8995893304174;293.75;0.035;40.0;122.0;0.99024;3.09;0.47;12.3;6
656;Chardonnay;6.7;0.41;0.24;5.4;23.633156448513436;830.74;384.4531564485134;360.82;0.035;33.0;115.0;0.9901;3.12;0.44;12.8933333333333;7
657;Chardonnay;6.5;0.28;0.35;9.8;24.925295375274292;407.83;324.7752953752743;299.85;0.067;61.0;180.0;0.9972;3.15;0.57;9.0;4
658;Merlot;7.4;0.24;0.22;10.7;89.10241695508687;746.9;293.00241695508686;203.9;0.042;26.0;81.0;0.9954;2.86;0.36;9.7;99
659;Cabernet Sauvignon;7.0;0.26;0.34;10.9;65.101820953038;1376.27;278.161820953038;213.06;0.038;25.0;84.0;0.99432;3.11;0.34;10.9;6
660;Gamay;7.1;0.2;0.37;1.5;4.892367174455825;513.12;249.7823671744558;244.89;0.049;28.0;129.0;0.99226;3.15;0.52;10.8;1
661;Chardonnay;8.1;0.33;0.36;7.4;0.10704496053905999;709.81;311.52704496053906;311.42;0.037;36.0;156.0;0.99592;3.19;0.54;10.6;6
662;Chardonnay;8.8;0.39;0.35;1.8;61.583455826827716;1459.58;301.51345582682774;239.93;0.096;22.0;80.0;0.99016;2.95;0.54;12.6;6
663;Cabernet Sauvignon;5.9;0.3;0.29;1.1;32.382202394621274;1018.22;136.82220239462129;104.44;0.036;23.0;56.0;0.9904;3.19;0.38;11.3;5
664;Chardonnay;6.8;0.26;0.44;8.2;77.52707625519723;1436.26;285.84707625519724;208.32;0.046;52.0;183.0;0.99584;3.2;0.51;9.4;5
665;Pinot noir;6.1;0.41;0.2;12.6;61.95710817570777;1012.24;227.74710817570775;165.79;0.032;54.0;136.0;0.99516;2.91;0.43;10.6;6
666;Cabernet Sauvignon;7.0;0.13;0.3;5.0;5.811543907030581;612.01;329.89154390703055;324.08;0.056;31.0;122.0;0.9945;3.47;0.42;10.5;6
667;Merlot;6.9;0.52;0.54;7.9;8.342656702746154;1513.2;128.07265670274614;119.73;0.036;23.0;169.0;0.99267;3.26;0.47;12.2;6
668;Chardonnay;7.0;0.25;0.32;9.0;24.39549319961375;1159.91;212.05549319961375;187.66;0.046;56.0;245.0;0.9955;3.25;0.5;10.4;6
669;Chardonnay;6.8;0.25;0.27;10.7;58.83860061613443;1371.73;258.44860061613446;199.61;0.076;47.0;154.0;0.9967;3.05;0.38;9.0;5
670;Pinot noir;8.2;0.29;0.33;9.1;63.46725705508482;708.14;357.3672570550848;293.9;0.036;28.0;118.0;0.9953;2.96;0.4;10.9;7
671;Pinot noir;6.3;0.27;0.29;12.2;2.433548446832934;983.38;194.15354844683293;191.72;0.044;59.0;196.0;0.99782;3.14;0.4;8.8;6
672;Merlot;6.3;0.23;0.5;10.4;57.364271906969776;725.83;339.8042719069698;282.44;0.043;61.0;132.0;0.99542;2.86;0.46;9.1;6
673;Merlot;7.2;0.16;0.32;0.8;50.37201462780774;1365.87;197.75201462780774;147.38;0.04;50.0;121.0;0.9922;3.27;0.33;10.0;6
674;Pinot noir;7.4;0.25;0.36;13.2;37.05414651470781;909.03;274.94414651470777;237.89;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6
675;Merlot;7.0;0.23;0.35;1.4;37.35150100260807;712.01;258.7915010026081;221.44;0.036;31.0;113.0;0.9912;3.16;0.48;10.8;7
676;Chardonnay;6.7;0.28;0.28;2.4;33.47043600152071;977.53;241.77043600152072;208.3;0.012;36.0;100.0;0.99064;3.26;0.39;11.7;7
677;Merlot;5.8;0.23;0.27;1.8;39.60012345729825;983.75;327.47012345729826;287.87;0.043;24.0;69.0;0.9933;3.38;0.31;9.4;6
678;Pinot noir;7.2;0.31;0.5;13.3;72.94054869693618;1170.83;278.3405486969362;205.4;0.056;68.0;195.0;0.9982;3.01;0.47;9.2;5
679;Gamay;6.2;0.25;0.42;8.0;13.532777211725023;477.07;161.90277721172504;148.37;0.049;53.0;206.0;0.99586;3.16;0.47;9.1;2
680;Cabernet Sauvignon;7.4;0.2;0.37;16.95;50.226918412973944;537.95;239.37691841297396;189.15;0.048;43.0;190.0;0.9995;3.03;0.42;9.2;6
681;Cabernet Sauvignon;8.6;0.31;0.3;0.9;24.49055320724216;1071.89;205.09055320724215;180.6;0.045;16.0;109.0;0.99249;2.95;0.39;10.1;5
682;Cabernet Sauvignon;6.6;0.36;0.24;0.9;71.31098523882535;793.1;379.09098523882534;307.78;0.038;15.0;72.0;0.99066;3.23;0.39;11.0;5
683;Merlot;6.4;0.29;0.2;15.6;53.98877944464079;920.58;313.44877944464076;259.46;0.04;20.0;142.0;0.9962;3.1;0.54;10.6;5
684;Pinot noir;6.8;0.14;0.35;1.5;65.71698402227777;975.47;232.59698402227775;166.88;0.047;40.0;117.0;0.99111;3.07;0.72;11.1;6
685;Chardonnay;6.2;0.25;0.38;7.9;91.57504592077869;779.01;270.4150459207787;178.84;0.045;54.0;208.0;0.99572;3.17;0.46;9.1;5
686;Merlot;7.4;0.41;0.66;10.8;37.00723458666283;1351.49;233.79723458666282;196.79;0.051;77.0;194.0;0.9976;3.05;0.46;8.7;5
687;Cabernet Sauvignon;6.5;0.3;0.39;7.8;30.1790381159145;626.83;230.1790381159145;200.0;0.038;61.0;219.0;0.9959;3.19;0.5;9.4;5
688;Pinot noir;7.2;0.26;0.26;12.7;2.0722436890444063;1245.41;221.4822436890444;219.41;0.036;49.0;214.0;0.9986;3.41;0.5;10.0;6
689;Pinot noir;6.8;0.28;0.17;13.9;53.59234496384112;743.24;171.4223449638411;117.83;0.047;49.0;162.0;0.9983;3.21;0.51;9.0;6
690;Pinot noir;6.4;0.475;0.06;1.0;62.07287729674705;1029.36;301.57287729674704;239.5;0.03;9.0;131.0;0.9904;2.97;0.29;10.8;5
691;Pinot noir;6.2;0.34;0.28;7.5;59.926899923073925;931.8;249.68689992307392;189.76;0.034;40.0;197.0;0.99485;3.14;0.6;9.7;5
692;Chardonnay;8.3;0.14;0.36;8.8;57.82866967638643;676.03;345.6686696763864;287.84;0.026;13.0;60.0;0.9956;3.13;0.35;11.05;5
693;Pinot noir;5.5;0.18;0.22;5.5;14.523961062615676;1175.41;243.50396106261567;228.98;0.037;10.0;86.0;0.99156;3.46;0.44;12.2;5
694;Pinot noir;9.1;0.28;0.49;2.0;32.95715318222783;840.08;357.67715318222787;324.72;0.059;10.0;112.0;0.9958;3.15;0.46;10.1;5
695;Chardonnay;6.0;0.2;0.26;6.8;16.065943091691647;1054.84;224.21594309169166;208.15;0.049;22.0;93.0;0.9928;3.15;0.42;11.0;6
696;Chardonnay;7.4;0.26;0.32;3.7;59.38974766023013;722.29;204.61974766023013;145.23;0.032;29.0;193.0;0.99134;3.1;0.67;12.5;6
697;Gamay;7.9;0.18;0.37;1.2;72.60987924197669;574.9;353.3398792419767;280.73;0.04;16.0;75.0;0.992;3.18;0.63;10.8;1
698;Chardonnay;8.4;0.35;0.71;12.2;87.0139110267252;930.81;388.2139110267252;301.2;0.046;22.0;160.0;0.9982;2.98;0.65;9.4;5
699;Merlot;6.3;0.32;0.17;17.75;22.128387728679833;846.16;182.97838772867982;160.85;0.06;51.0;190.0;0.99916;3.13;0.48;8.8;6
700;Chardonnay;6.7;0.36;0.26;7.9;88.34016253900197;1202.79;348.0501625390019;259.71;0.034;39.0;123.0;0.99119;2.99;0.3;12.2;7
701;Chardonnay;6.1;0.44;0.28;4.25;11.756359092660162;540.78;211.81635909266015;200.06;0.032;43.0;132.0;0.9916;3.26;0.47;11.2666666666667;7
702;Cabernet Sauvignon;7.9;0.46;0.4;10.1;76.85507439765823;1066.96;461.56507439765824;384.71;0.168;19.0;184.0;0.99782;3.06;0.62;9.5;5
703;Pinot noir;7.1;0.33;0.18;6.3;91.62604916744822;1162.1;499.2560491674482;407.63;0.094;27.0;166.0;0.99474;2.9;0.49;9.5;5
704;Chardonnay;6.9;0.31;0.34;1.6;7.346630308561119;1088.01;307.65663030856115;300.31;0.032;23.0;128.0;0.9917;3.37;0.47;11.7;6
705;Pinot noir;6.9;0.3;0.21;15.7;83.30258889314256;746.7;450.2125888931426;366.91;0.056;49.0;159.0;0.99827;3.11;0.48;9.0;5
706;Cabernet Sauvignon;6.2;0.36;0.45;10.4;94.67055420686593;970.45;383.39055420686594;288.72;0.06;22.0;184.0;0.99711;3.31;0.56;9.8;6
707;Cabernet Sauvignon;7.1;0.25;0.28;1.6;82.60714788515804;961.32;230.96714788515806;148.36;0.052;46.0;169.0;0.9926;3.05;0.41;10.5;5
708;Cabernet Sauvignon;7.2;0.2;0.3;2.0;87.684897257529;1040.53;380.674897257529;292.99;0.039;43.0;188.0;0.9911;3.3;0.41;12.0;6
709;Merlot;8.1;0.5;0.47;1.1;83.25962486390624;1009.36;462.7396248639063;379.48;0.037;23.0;126.0;0.9938;3.21;0.42;10.9;5
710;Chardonnay;6.4;0.45;0.07;1.1;95.80749960857395;843.94;398.55749960857395;302.75;0.03;10.0;131.0;0.9905;2.97;0.28;10.8;5
711;Merlot;6.6;0.3;0.25;8.0;67.26467502646913;614.69;358.9246750264692;291.66;0.036;21.0;124.0;0.99362;3.06;0.38;10.8;6
712;Cabernet Sauvignon;7.8;0.25;0.37;1.0;24.698418074163275;1504.62;220.98841807416326;196.29;0.043;10.0;80.0;0.99128;3.08;0.38;11.4;5
713;Merlot;6.7;0.4;0.22;8.8;63.297396452182355;925.4;273.34739645218235;210.05;0.052;24.0;113.0;0.99576;3.22;0.45;9.4;5
714;Pinot noir;8.2;0.4;0.48;13.7;36.20215405436158;623.17;239.4821540543616;203.28;0.042;59.0;169.0;0.9986;3.1;0.52;9.4;99
715;Merlot;8.0;0.22;0.32;10.4;58.99962558553338;624.69;250.2696255855334;191.27;0.043;63.0;201.0;0.997;3.11;0.53;9.5;6
716;Cabernet Sauvignon;7.6;0.54;0.23;2.0;83.22906146996807;810.85;322.31906146996806;239.09;0.029;13.0;151.0;0.9931;3.04;0.33;10.4;5
717;Chardonnay;6.0;0.44;0.26;3.1;49.64200238862543;801.56;429.69200238862544;380.05;0.053;57.0;128.0;0.98982;3.22;0.39;12.7;6
718;Chardonnay;6.8;0.23;0.4;1.6;5.611862901046171;944.81;289.7018629010461;284.09;0.047;5.0;133.0;0.993;3.23;0.7;11.4;6
719;Merlot;5.8;0.6;0.0;1.3;64.83232898835615;879.53;299.02232898835615;234.19;0.044;72.0;197.0;0.99202;3.56;0.43;10.9;5
720;Chardonnay;7.1;0.2;0.31;7.4;89.81755821429692;498.1;322.65755821429696;232.84;0.053;32.0;211.0;0.99587;3.31;0.59;10.4;6
721;Cabernet Sauvignon;6.2;0.28;0.27;10.3;80.72598489189721;1265.86;480.6659848918972;399.94;0.03;26.0;108.0;0.99388;3.2;0.36;10.7;6
722;Chardonnay;5.6;0.23;0.29;3.1;88.22986612611035;367.95;412.33986612611034;324.11;0.023;19.0;89.0;0.99068;3.25;0.51;11.2;6
723;Chardonnay;8.1;0.2;0.28;0.9;67.58761617590223;1125.86;287.1576161759022;219.57;0.023;49.0;87.0;0.99062;2.92;0.36;11.1;6
724;Pinot noir;6.5;0.13;0.27;2.6;27.85701352977594;788.8;339.61701352977593;311.76;0.035;32.0;76.0;0.9914;3.21;0.76;11.3333333333333;6
725;Chardonnay;6.3;0.2;0.26;4.7;19.208959435691597;1009.27;180.86895943569158;161.66;0.04;108.0;168.0;0.99278;3.07;0.75;10.7;7
726;Pinot noir;7.4;0.3;0.22;5.25;23.301118460916804;1435.7;137.5711184609168;114.27;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6
727;Merlot;6.7;0.23;0.31;2.1;54.15522419625191;1127.6;291.1552241962519;237.0;0.046;30.0;96.0;0.9926;3.33;0.64;10.7;8
728;Cabernet Sauvignon;7.0;0.34;0.1;3.5;66.44135534758794;927.01;290.5313553475879;224.09;0.044;17.0;63.0;0.9937;3.01;0.39;9.2;5
729;Cabernet Sauvignon;6.6;0.17;0.26;7.4;60.20266554794838;1058.44;267.69266554794837;207.49;0.052;45.0;128.0;0.99388;3.16;0.37;10.0;6
730;Merlot;6.7;0.12;0.3;5.2;1.5635044850324187;802.76;284.3035044850324;282.74;0.048;38.0;113.0;0.99352;3.33;0.44;10.1;7
731;Cabernet Sauvignon;5.7;0.21;0.25;1.1;99.42588548820143;1081.43;401.5758854882014;302.15;0.035;26.0;81.0;0.9902;3.31;0.52;11.4;6
732;Pinot noir;5.9;0.24;0.3;2.0;28.99180152071672;1359.24;210.0518015207167;181.06;0.033;28.0;92.0;0.99225;3.39;0.69;10.9;7
733;Chardonnay;6.5;0.41;0.24;14.0;67.22196309724559;863.91;315.8019630972456;248.58;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6
734;Merlot;6.9;0.23;0.4;7.5;89.6656491922256;438.86;219.1156491922256;129.45;0.04;50.0;151.0;0.9927;3.11;0.27;11.4;6
735;Merlot;6.8;0.2;0.28;12.6;98.0561821357891;984.18;376.72618213578914;278.67;0.048;54.0;136.0;0.99556;3.19;0.37;10.7;6
736;Pinot noir;6.7;0.24;0.41;2.9;10.263048785586292;1090.43;245.91304878558628;235.65;0.039;48.0;122.0;0.99052;3.25;0.43;12.0;5
737;Pinot noir;6.5;0.21;0.4;7.3;94.25340762367688;750.05;266.3734076236769;172.12;0.041;49.0;115.0;0.99268;3.21;0.43;11.0;6
738;Cabernet Sauvignon;7.5;0.18;0.37;6.2;26.535359710675454;678.77;255.65535971067547;229.12;0.05;21.0;138.0;0.99546;3.2;0.55;10.5;6
739;Pinot noir;5.7;0.22;0.28;1.3;20.70762746578104;1237.21;198.07762746578103;177.37;0.027;26.0;101.0;0.98948;3.35;0.38;12.5;7
740;Pinot noir;8.3;0.18;0.37;1.2;0.1859767419711833;575.87;292.5959767419712;292.41;0.049;6.0;94.0;0.9937;3.18;0.52;10.1;5
741;Pinot noir;6.2;0.38;0.18;7.4;71.53455873440262;1193.1;238.44455873440262;166.91;0.095;28.0;195.0;0.99773;3.53;0.71;9.2;4
742;Cabernet Sauvignon;7.7;0.3;0.42;14.3;6.712106082761215;727.69;336.21210608276124;329.5;0.045;45.0;213.0;0.9991;3.18;0.63;9.2;5
743;Cabernet Sauvignon;9.2;0.14;0.37;1.1;20.25504048487775;604.5;262.60504048487775;242.35;0.034;36.0;84.0;0.99136;3.05;0.55;11.6;6
744;Merlot;7.7;0.32;0.62;10.6;87.35208513979367;988.05;228.51208513979367;141.16;0.036;56.0;153.0;0.9978;3.13;0.44;8.9;6
745;Cabernet Sauvignon;7.3;0.34;0.21;3.2;65.01081332508791;776.03;242.6308133250879;177.62;0.05;14.0;136.0;0.9936;3.25;0.44;10.2;5
746;Pinot noir;6.1;0.17;0.29;1.1;7.7755443826192705;536.44;274.2555443826193;266.48;0.041;32.0;92.0;0.99036;3.26;0.57;11.2;6
747;Cabernet Sauvignon;7.0;0.27;0.41;18.75;99.19328450516583;1068.16;317.77328450516586;218.58;0.042;34.0;157.0;1.0002;2.96;0.5;9.1;5
748;Chardonnay;6.7;0.2;0.24;6.5;99.22303867071294;894.68;378.1030386707129;278.88;0.044;28.0;100.0;0.99348;3.12;0.33;10.2;6
749;Chardonnay;7.6;0.67;0.14;1.5;1.5454807511505742;496.41;294.6654807511506;293.12;0.074;25.0;168.0;0.9937;3.05;0.51;9.3;5
750;Pinot noir;7.3;0.28;0.54;12.9;52.10646188369964;1303.46;237.39646188369963;185.29;0.049;62.0;162.5;0.9984;3.06;0.45;9.1;6
751;Chardonnay;6.4;0.24;0.31;2.8;38.05485235872985;1244.57;202.33485235872985;164.28;0.038;41.0;114.0;0.99155;3.37;0.66;11.7;7
752;Merlot;6.8;0.35;0.44;6.5;69.9379351687095;615.51;277.7079351687095;207.77;0.056;31.0;161.0;0.9952;3.14;0.44;9.5;5
753;Cabernet Sauvignon;6.5;0.22;0.34;12.0;70.64687212721101;1314.88;244.066872127211;173.42;0.053;55.0;177.0;0.9983;3.52;0.44;9.9;6
754;Merlot;6.7;0.39;0.24;2.7;53.96495442557202;1662.44;359.164954425572;305.2;0.017;22.0;80.0;0.99084;3.03;0.37;11.5;5
755;Merlot;6.6;0.325;0.49;7.7;13.006697074855056;1193.23;241.66669707485505;228.66;0.049;53.0;217.0;0.996;3.16;0.4;9.3;5
756;Chardonnay;6.7;0.21;0.36;8.55;43.72370384652121;1225.82;268.7937038465212;225.07;0.02;20.0;86.0;0.99146;3.19;0.22;13.4;7
757;Pinot noir;8.6;0.17;0.28;2.7;84.89232300979207;834.36;457.32232300979206;372.43;0.047;38.0;150.0;0.99365;3.1;0.56;10.8;6
758;Gamay;7.2;0.29;0.4;7.6;45.81218904247347;717.15;254.15218904247348;208.34;0.024;56.0;177.0;0.9928;3.04;0.32;11.5;2
759;Chardonnay;6.9;0.35;0.39;2.4;22.659646066544305;697.94;355.38964606654434;332.73;0.048;25.0;157.0;0.99133;3.2;0.54;11.1;7
760;Pinot noir;7.1;0.26;0.3;2.0;18.675596719154253;1062.34;445.2155967191543;426.54;0.031;13.0;128.0;0.9917;3.19;0.49;11.4;5
761;Chardonnay;7.1;0.45;0.24;2.7;72.45467035226882;993.57;247.0246703522688;174.57;0.04;24.0;87.0;0.98862;2.94;0.38;13.4;8
762;Merlot;7.8;0.17;0.5;1.3;9.026740588298354;502.53;296.67674058829834;287.65;0.045;35.0;140.0;0.9904;3.16;0.4;12.0;6
763;Cabernet Sauvignon;8.2;0.26;0.33;2.6;76.7326504228645;882.6;405.51265042286445;328.78;0.053;11.0;71.0;0.99402;2.89;0.49;9.5;5
764;Pinot noir;5.9;0.34;0.31;2.0;3.0506541995328096;975.71;292.3006541995328;289.25;0.03;38.0;142.0;0.98892;3.4;0.41;12.9;7
765;Chardonnay;5.6;0.27;0.37;0.9;70.02347415041213;1265.06;268.13347415041216;198.11;0.025;11.0;49.0;0.98845;3.29;0.33;13.1;6
766;Merlot;7.5;0.38;0.33;5.0;43.93985180516009;1200.54;231.4398518051601;187.5;0.045;30.0;131.0;0.9942;3.32;0.44;10.9;6
767;Merlot;6.0;0.16;0.22;1.6;32.06748784392006;647.62;273.79748784392007;241.73;0.042;36.0;106.0;0.9905;3.24;0.32;11.4;6
768;Merlot;7.3;0.26;0.49;5.0;78.99927671127521;1172.91;323.6592767112752;244.66;0.028;32.0;107.0;0.9936;3.24;0.54;10.8;6
769;Chardonnay;7.1;0.43;0.25;2.8;71.93770405043288;822.78;321.5277040504329;249.59;0.036;43.0;132.0;0.98975;3.21;0.47;13.4;6
770;Chardonnay;7.0;0.15;0.28;14.7;31.637532768206768;1273.92;230.53753276820677;198.9;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7
771;Chardonnay;6.8;0.32;0.32;8.7;82.79669493875531;924.61;382.7966949387553;300.0;0.029;31.0;105.0;0.99146;3.0;0.34;12.3;7
772;Cabernet Sauvignon;6.6;0.56;0.22;8.9;98.09174221054198;813.24;301.51174221054197;203.42;0.034;27.0;133.0;0.99675;3.2;0.51;9.1;5
773;Merlot;6.6;0.23;0.27;5.6;71.12043484850986;746.09;219.05043484850987;147.93;0.043;43.0;164.0;0.9953;3.27;0.76;9.5;5
774;Chardonnay;6.9;0.38;0.32;8.5;7.262074498346161;1248.35;254.52207449834614;247.26;0.044;36.0;152.0;0.9932;3.38;0.35;12.0;7
775;Pinot noir;6.4;0.22;0.38;9.1;19.9754522582251;1408.83;327.4354522582251;307.46;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;7
